loan_id,age,gender,education,employment_status,employment_years,dependents,applicant_income,coapplicant_income,total_income,loan_amount,loan_term_months,credit_score,existing_emis,monthly_obligations,dti_ratio,collateral_value,loan_to_value,property_area,loan_status
LN007616,35,Female,Graduate,Salaried,7.0,2,26090,0.0,26090,77384,60,686.0,0,0,0.5929,47243.0,1.638,Semiurban,Rejected
LN007617,36,Female,Graduate,Salaried,0.0,1,76387,0.0,76387,352905,24,635.0,0,0,2.3099,331822.0,1.0635,Urban,Rejected
LN007618,21,Female,Graduate,Business,0.0,1,124333,16997.0,141330,293286,120,659.0,0,0,0.2075,711596.0,0.4122,Urban,Approved
LN007619,36,Male,Not Graduate,Self-Employed,5.0,3,7335,47361.0,54696,231203,360,738.0,0,0,0.1409,357191.0,0.6473,Semiurban,Approved
LN007620,57,Male,Not Graduate,Salaried,8.0,0,31732,21147.0,52879,119831,120,445.0,2,13778,3.3532,256943.0,0.4664,Urban,Rejected
LN007621,23,Female,Graduate,Business,2.0,1,65552,0.0,65552,144814,180,729.0,2,8146,1.6384,334198.0,0.4333,Urban,Approved
LN007622,51,Male,Graduate,Salaried,9.0,1,50845,2835.0,53680,83327,120,832.0,0,0,0.1551,45144.0,1.8458,Semiurban,Approved
LN007623,33,Male,Graduate,Salaried,7.0,0,49878,33322.0,83200,319825,360,544.0,0,0,0.1281,621624.0,0.5145,Urban,Approved
LN007624,36,Male,Graduate,Salaried,11.0,3,44200,42509.0,86709,247474,120,575.0,4,19473,2.9803,332171.0,0.745,Rural,Rejected
LN007625,63,Male,Graduate,Salaried,10.0,3,20576,0.0,20576,100989,240,592.0,0,0,0.2449,72315.0,1.3965,Semiurban,Rejected
LN007626,41,Male,Not Graduate,Salaried,0.0,2,61273,30772.0,92045,154711,240,642.0,0,0,0.084,218243.0,0.7089,Urban,Approved
LN007627,22,Female,Graduate,Business,11.0,3,111392,3605.0,114997,199034,120,691.0,1,6546,0.8561,475665.0,0.4184,Rural,Rejected
LN007628,47,Female,Not Graduate,Unemployed,0.0,0,7748,0.0,7748,19335,180,647.0,2,12373,19.3289,27954.0,0.6917,Urban,Rejected
LN007629,58,Male,Not Graduate,Business,8.0,0,182860,0.0,182860,618471,120,764.0,1,9120,0.9367,597364.0,1.0353,Semiurban,Approved
LN007630,46,Female,Graduate,Self-Employed,7.0,0,48084,0.0,48084,198082,240,721.0,2,8145,2.2386,288602.0,0.6864,Semiurban,Approved
LN007631,58,Female,Not Graduate,Self-Employed,7.0,2,75874,0.0,75874,194280,360,717.0,1,8745,1.4683,276213.0,0.7034,Urban,Rejected
LN007632,45,Female,Not Graduate,Self-Employed,6.0,1,114471,0.0,114471,305341,360,645.0,4,39452,4.2247,334701.0,0.9123,Semiurban,Rejected
LN007633,31,Female,Not Graduate,Salaried,9.0,3,40107,0.0,40107,161138,36,570.0,0,0,1.3392,243290.0,0.6623,Urban,Rejected
LN007634,28,Female,Graduate,Self-Employed,6.0,1,40490,19461.0,59951,167517,84,646.0,0,0,0.3991,268181.0,0.6246,Urban,Approved
LN007635,28,Male,Graduate,Unemployed,0.0,0,13821,0.0,13821,52298,84,808.0,1,9175,8.5062,53556.0,0.9765,Rural,Rejected
LN007636,53,Male,Not Graduate,Salaried,9.0,3,41766,0.0,41766,108578,240,424.0,0,0,0.1299,269835.0,0.4024,Urban,Rejected
LN007637,27,Male,Graduate,Salaried,7.0,1,59921,0.0,59921,297853,180,715.0,1,11891,2.7126,,0.8086,Urban,Approved
LN007638,58,Female,Not Graduate,Salaried,6.0,4,52202,,52202,245779,120,638.0,0,0,0.4708,,0.5197,Semiurban,Rejected
LN007639,41,Female,Graduate,Salaried,5.0,1,55160,0.0,55160,196000,84,804.0,2,9915,2.6645,459832.0,0.4262,Rural,Approved
LN007640,28,Female,Graduate,Self-Employed,1.0,0,33658,0.0,33658,163686,12,633.0,3,12071,9.1667,134393.0,1.218,Semiurban,Rejected
LN007641,41,Female,Not Graduate,Self-Employed,0.0,3,78974,0.0,78974,273743,360,792.0,1,10642,1.7325,221885.0,1.2337,Rural,Rejected
LN007642,40,Female,Graduate,Salaried,6.0,3,22203,0.0,22203,99447,240,655.0,1,9435,5.3231,128724.0,0.7726,Rural,Rejected
LN007643,28,Male,Not Graduate,Salaried,,1,49770,19631.0,69401,335497,120,525.0,2,8689,1.9857,718298.0,0.4671,Semiurban,Rejected
LN007644,51,Female,Graduate,Self-Employed,,0,71498,19259.0,90757,446111,24,722.0,0,0,2.4576,793022.0,0.5625,Semiurban,Approved
LN007645,49,Male,Graduate,Self-Employed,8.0,0,5000,0.0,5000,24507,360,711.0,2,12067,29.124,34439.0,0.7116,Urban,Rejected
LN007646,29,Male,Graduate,Business,0.0,1,126765,0.0,126765,577485,84,580.0,1,7722,1.3817,791875.0,0.7293,Semiurban,Rejected
LN007647,35,Male,Not Graduate,Salaried,6.0,2,38428,0.0,38428,110759,84,620.0,1,11868,4.1176,186196.0,0.5949,Rural,Rejected
LN007648,50,Male,Not Graduate,Salaried,10.0,1,31299,33979.0,65278,324582,360,515.0,3,17731,3.4251,331032.0,0.9805,Rural,Rejected
LN007649,46,Female,Not Graduate,Salaried,0.0,0,38714,15443.0,54157,228995,180,731.0,2,9198,2.3199,493458.0,0.4641,Urban,Rejected
LN007650,30,Male,Graduate,Salaried,7.0,3,19008,,77381,346626,120,676.0,3,16012,2.931,393073.0,0.8818,Rural,Rejected
LN007651,49,Female,Graduate,Salaried,11.0,4,64931,0.0,64931,279086,120,689.0,1,9207,2.1312,467904.0,0.5965,Rural,Rejected
LN007652,36,Male,Not Graduate,Salaried,9.0,1,51774,,51774,181483,180,728.0,1,6036,1.6326,105973.0,1.7125,Urban,Rejected
LN007653,56,Male,Graduate,Self-Employed,2.0,0,107418,0.0,107418,364595,36,592.0,0,0,1.1313,457520.0,0.7969,Semiurban,Rejected
LN007654,40,Female,Not Graduate,Salaried,3.0,0,37369,12076.0,49445,145815,84,609.0,2,14382,3.9115,272631.0,0.5348,Rural,Rejected
LN007655,57,Female,Not Graduate,Business,6.0,2,66464,48939.0,115403,223712,12,731.0,0,0,1.9385,157862.0,1.4171,Urban,Rejected
LN007656,42,Male,Graduate,Salaried,11.0,1,54605,0.0,54605,202198,360,659.0,0,0,0.1233,413363.0,0.4892,Urban,Approved
LN007657,27,Male,Not Graduate,Salaried,15.0,1,56269,0.0,56269,147716,360,772.0,2,15162,3.3209,147424.0,1.002,Semiurban,Approved
LN007658,43,Male,Not Graduate,Salaried,12.0,1,59321,31646.0,90967,197562,180,602.0,1,10727,1.5598,454529.0,0.4347,Urban,Rejected
LN007659,61,Female,Not Graduate,Business,18.0,0,124560,0.0,124560,300985,120,608.0,0,0,0.2416,386292.0,0.7792,Semiurban,Approved
LN007660,60,Female,Graduate,Salaried,3.0,1,67316,28743.0,96059,274264,180,708.0,1,8136,1.2066,560079.0,0.4897,Urban,Approved
LN007661,49,Male,Not Graduate,Salaried,7.0,1,52151,,52151,79654,120,788.0,0,0,0.1526,135024.0,0.5899,Semiurban,Approved
LN007662,36,Male,Graduate,Salaried,4.0,2,48627,31737.0,80364,218762,360,723.0,1,11539,1.8136,292376.0,0.7482,Rural,Rejected
LN007663,58,Female,Graduate,Self-Employed,6.0,0,95497,27230.0,122727,457858,180,818.0,2,21194,2.321,619291.0,0.7393,Rural,Approved
LN007664,48,Female,Graduate,Self-Employed,12.0,3,26772,0.0,26772,58933,240,723.0,1,9372,4.3106,33560.0,1.756,Urban,Rejected
LN007665,58,Female,Graduate,Salaried,10.0,1,52324,,81620,183140,36,613.0,0,0,0.7479,346808.0,0.5281,Rural,Rejected
LN007666,51,Male,Graduate,Self-Employed,13.0,1,34821,9616.0,44437,91095,360,620.0,2,17132,4.6947,198022.0,0.46,Semiurban,Rejected
LN007667,34,Female,Graduate,Salaried,1.0,2,44804,33592.0,78396,183049,36,652.0,3,23651,4.3984,169551.0,1.0796,Rural,Rejected
LN007668,53,Female,Not Graduate,Salaried,3.0,0,46989,0.0,46989,74817,240,637.0,1,3176,0.8905,160046.0,0.4675,Urban,Rejected
LN007669,29,Female,Graduate,Self-Employed,0.0,0,27162,0.0,27162,133763,120,667.0,4,29204,13.3943,266605.0,0.5017,Semiurban,Rejected
LN007670,47,Male,Graduate,Unemployed,0.0,1,9864,31493.0,41357,71954,180,692.0,0,0,0.1158,162829.0,0.4419,Urban,Approved
LN007671,44,Female,Graduate,Self-Employed,0.0,0,60013,0.0,60013,242985,360,686.0,4,40290,8.191,564207.0,0.4307,Semiurban,Rejected
LN007672,33,Female,Graduate,Salaried,5.0,1,43567,0.0,43567,106489,120,819.0,1,3173,1.1183,107306.0,0.9924,Urban,Approved
LN007673,46,Female,Graduate,Salaried,10.0,2,52109,0.0,52109,168824,360,766.0,4,13460,3.2074,133186.0,1.2676,Rural,Rejected
LN007674,49,Male,Graduate,Business,5.0,3,98190,0.0,98190,261378,60,711.0,0,0,0.5324,591561.0,0.4418,Semiurban,Approved
LN007675,63,Male,Not Graduate,Salaried,3.0,2,43827,23853.0,67680,331449,360,687.0,1,6661,1.3441,690653.0,0.4799,Rural,Rejected
LN007676,48,Male,Not Graduate,Business,11.0,2,80686,36278.0,116964,322277,120,593.0,4,34612,3.8265,178202.0,1.8085,Semiurban,Rejected
LN007677,48,Male,Graduate,Self-Employed,6.0,3,47203,44941.0,92144,282629,120,611.0,1,11211,1.7667,557842.0,0.5066,Urban,Rejected
LN007678,28,Male,Graduate,Self-Employed,11.0,2,62812,0.0,62812,311573,120,585.0,2,14206,3.21,365537.0,0.8524,Urban,Rejected
LN007679,43,Male,Graduate,Salaried,5.0,1,22416,0.0,22416,41403,60,548.0,0,0,0.3694,56200.0,0.7367,Semiurban,Rejected
LN007680,49,Male,Graduate,Salaried,6.0,2,34784,17082.0,51866,131468,180,574.0,3,23014,5.4935,224528.0,0.5855,Rural,Rejected
LN007681,25,Female,Graduate,Salaried,10.0,0,40081,0.0,40081,114189,180,850.0,0,0,0.1898,275271.0,0.4148,Rural,Approved
LN007682,62,Male,Not Graduate,Unemployed,0.0,2,5000,0.0,5000,15369,240,744.0,0,0,0.1536,10940.0,1.4048,Rural,Rejected
LN007683,27,Male,Graduate,Salaried,0.0,1,50818,0.0,50818,246505,360,674.0,1,9916,2.5031,129335.0,1.9059,Semiurban,Rejected
LN007684,62,Female,Not Graduate,Self-Employed,4.0,1,48900,0.0,48900,138693,60,750.0,0,0,0.5671,250919.0,0.5527,Urban,Approved
LN007685,56,Female,Graduate,Self-Employed,5.0,0,52301,0.0,52301,129988,240,704.0,2,22302,5.2411,66026.0,1.9687,Urban,Rejected
LN007686,61,Female,Graduate,Salaried,7.0,2,42607,0.0,42607,110776,84,551.0,2,19681,5.9142,,0.402,Rural,Rejected
LN007687,47,Male,Graduate,Self-Employed,9.0,2,26578,0.0,26578,51616,180,482.0,1,4410,2.1202,32989.0,1.5646,Urban,Rejected
LN007688,22,Male,Graduate,Self-Employed,6.0,2,57406,0.0,57406,114386,84,520.0,0,0,0.2845,165502.0,0.6911,Urban,Approved
LN007689,45,Male,Graduate,Business,16.0,0,59876,0.0,59876,140548,240,591.0,1,6650,1.45,204727.0,0.6865,Semiurban,Rejected
LN007690,29,Male,Graduate,Salaried,13.0,3,52849,21470.0,74319,156233,240,569.0,0,0,0.105,158987.0,0.9827,Urban,Rejected
LN007691,47,Female,Graduate,Business,15.0,0,108987,0.0,108987,292292,60,660.0,3,19036,2.6323,181522.0,1.6102,Semiurban,Rejected
LN007692,21,Female,Graduate,Salaried,7.0,3,27380,7463.0,34843,69357,360,693.0,0,0,0.0661,138551.0,0.5006,Urban,Approved
LN007693,43,Male,Graduate,Self-Employed,4.0,2,52819,25686.0,78505,273170,120,558.0,4,44836,7.2014,615309.0,0.444,Urban,Rejected
LN007694,30,Female,Graduate,Salaried,10.0,0,22084,0.0,22084,106605,120,796.0,0,0,0.4825,120879.0,0.8819,Urban,Approved
LN007695,62,Male,Graduate,Salaried,1.0,0,28299,0.0,28299,91783,84,562.0,1,10783,5.0355,200395.0,0.458,Rural,Rejected
LN007696,45,Male,Graduate,Salaried,8.0,1,42533,0.0,42533,130269,84,679.0,0,0,0.4373,302550.0,0.4306,Semiurban,Approved
LN007697,23,Female,Graduate,Salaried,12.0,3,52210,26621.0,78831,169497,120,615.0,4,13989,2.3444,416543.0,0.4069,Urban,Rejected
LN007698,26,Male,Graduate,Salaried,7.0,4,36161,14667.0,50828,115802,60,700.0,1,9687,2.7427,219874.0,0.5267,Urban,Approved
LN007699,26,Female,Not Graduate,Business,5.0,0,65096,0.0,65096,239341,180,680.0,0,0,0.245,326651.0,0.7327,Rural,Approved
LN007700,22,Male,Not Graduate,Self-Employed,7.0,1,73556,0.0,73556,140663,180,706.0,2,21206,3.587,308256.0,0.4563,Semiurban,Approved
LN007701,38,Female,Not Graduate,Business,14.0,0,97434,8926.0,106360,225422,180,703.0,0,0,0.1413,318269.0,0.7083,Semiurban,Approved
LN007702,43,Male,Graduate,Salaried,9.0,0,18468,26509.0,44977,159621,84,609.0,0,0,0.5069,329505.0,0.4844,Semiurban,Rejected
LN007703,22,Male,Graduate,Business,8.0,4,72038,0.0,72038,293408,24,670.0,2,21242,5.5749,682118.0,0.4301,Semiurban,Rejected
LN007704,32,Female,Not Graduate,Business,10.0,4,67940,12743.0,80683,387002,240,610.0,0,0,0.2398,690269.0,0.5607,Rural,Approved
LN007705,42,Female,Graduate,Salaried,11.0,1,33133,0.0,33133,70207,120,547.0,4,23160,8.5999,136297.0,0.5151,Rural,Rejected
LN007706,57,Female,Graduate,Salaried,12.0,0,32170,0.0,32170,129060,180,693.0,0,0,0.2675,258155.0,0.4999,Urban,Approved
LN007707,40,Female,Graduate,Self-Employed,7.0,1,68994,42377.0,111371,261837,24,571.0,0,0,1.1754,558950.0,0.4684,Rural,Rejected
LN007708,59,Female,Graduate,Salaried,5.0,1,21216,8919.0,30135,62109,36,643.0,1,9936,4.6435,73653.0,0.8433,Rural,Rejected
LN007709,44,Male,Not Graduate,Unemployed,0.0,3,15668,0.0,15668,68522,240,732.0,3,25585,19.8136,158385.0,0.4326,Semiurban,Rejected
LN007710,40,Male,Graduate,Salaried,4.0,3,39442,0.0,39442,100300,180,708.0,0,0,0.1695,229283.0,0.4375,Semiurban,Approved
LN007711,21,Male,Graduate,Salaried,9.0,1,39873,0.0,39873,106098,180,772.0,1,9782,3.1212,214583.0,0.4944,Rural,Approved
LN007712,21,Female,Not Graduate,Business,0.0,0,149391,0.0,149391,431062,12,694.0,0,0,2.8854,224523.0,1.9199,Rural,Rejected
LN007713,37,Female,Graduate,Salaried,7.0,4,53346,0.0,53346,88620,120,690.0,0,0,0.166,151582.0,0.5846,Urban,Approved
LN007714,21,Female,Graduate,Salaried,6.0,2,32257,21850.0,54107,247350,84,668.0,2,18538,4.7643,,0.4551,Semiurban,Rejected
LN007715,50,Female,Not Graduate,Salaried,11.0,1,43523,39935.0,83458,408852,240,850.0,0,0,0.2449,888976.0,0.4599,Rural,Approved
LN007716,61,Female,Graduate,Self-Employed,4.0,0,41357,12807.0,54164,120179,120,528.0,2,16189,3.8084,266366.0,0.4512,Semiurban,Rejected
LN007717,23,Male,Not Graduate,Salaried,4.0,0,41273,0.0,41273,72878,12,532.0,0,0,1.7657,168412.0,0.4327,Rural,Rejected
LN007718,31,Male,Graduate,Self-Employed,5.0,0,29959,34634.0,64593,207674,120,548.0,0,0,0.3214,480130.0,0.4325,Rural,Rejected
LN007719,44,Female,Not Graduate,Salaried,5.0,0,36645,0.0,36645,139413,84,591.0,1,10060,3.8376,312334.0,0.4464,Semiurban,Rejected
LN007720,42,Male,Not Graduate,Self-Employed,2.0,2,63572,0.0,63572,205135,240,511.0,0,0,0.1612,149914.0,1.3684,Semiurban,Rejected
LN007721,64,Male,Graduate,Salaried,11.0,2,36571,,57782,218646,180,725.0,0,0,0.2521,243529.0,0.8978,Semiurban,Approved
LN007722,46,Male,Graduate,Salaried,11.0,2,30995,0.0,30995,149673,180,618.0,0,0,0.3217,83741.0,1.7873,Semiurban,Rejected
LN007723,33,Male,Graduate,Self-Employed,0.0,0,99366,0.0,99366,264322,360,654.0,0,0,0.0886,330710.0,0.7993,Semiurban,Approved
LN007724,21,Female,Graduate,Salaried,11.0,0,37425,30836.0,68261,314619,360,727.0,1,4679,0.976,646972.0,0.4863,Rural,Approved
LN007725,44,Male,Not Graduate,Business,13.0,2,46211,26253.0,72464,246828,360,544.0,2,11934,2.0897,242401.0,1.0183,Urban,Rejected
LN007726,30,Female,Graduate,Salaried,3.0,1,37207,17430.0,54637,218323,360,511.0,2,15980,3.6428,212374.0,1.028,Rural,Rejected
LN007727,55,Male,Graduate,Self-Employed,9.0,3,55365,35510.0,90875,400986,360,686.0,0,0,0.147,238435.0,1.6817,Semiurban,Approved
LN007728,44,Female,Not Graduate,Self-Employed,0.0,1,70166,16075.0,86241,209759,180,687.0,1,4395,0.7736,352153.0,0.5956,Rural,Rejected
LN007729,48,Female,Graduate,Self-Employed,8.0,1,59726,0.0,59726,163843,60,674.0,0,0,0.5485,311939.0,0.5252,Semiurban,Approved
LN007730,56,Female,Not Graduate,Unemployed,0.0,1,9757,0.0,9757,16003,12,673.0,1,8960,12.6592,9565.0,1.6731,Rural,Rejected
LN007731,36,Female,Graduate,Salaried,9.0,2,43574,0.0,43574,184200,84,535.0,1,10706,3.552,237418.0,0.7758,Semiurban,Rejected
LN007732,60,Male,Graduate,Business,11.0,0,168011,0.0,168011,293647,240,701.0,1,11864,0.9347,505727.0,0.5806,Urban,Approved
LN007733,36,Male,Graduate,Salaried,5.0,3,28019,27859.0,55878,166019,180,784.0,2,15943,3.6218,382743.0,0.4338,Semiurban,Approved
LN007734,37,Male,Not Graduate,Salaried,13.0,2,27439,0.0,27439,119784,36,717.0,2,16227,8.5516,95561.0,1.2535,Rural,Rejected
LN007735,35,Female,Graduate,Salaried,2.0,3,59648,0.0,59648,111005,12,497.0,0,0,1.8609,212616.0,0.5221,Semiurban,Rejected
LN007736,36,Female,Graduate,Self-Employed,,4,37010,0.0,37010,184197,84,723.0,0,0,0.7107,187569.0,0.982,Semiurban,Rejected
LN007737,35,Male,Graduate,Self-Employed,3.0,0,42659,21612.0,64271,223384,240,627.0,2,19789,3.8684,363730.0,0.6141,Urban,Rejected
LN007738,54,Female,Not Graduate,Salaried,6.0,2,47598,30921.0,78519,152129,180,635.0,1,4350,0.7939,280798.0,0.5418,Rural,Rejected
LN007739,31,Male,Graduate,Self-Employed,10.0,1,41506,0.0,41506,64327,180,636.0,0,0,0.1032,33113.0,1.9427,Urban,Approved
LN007740,21,Male,Not Graduate,Business,7.0,1,120533,0.0,120533,322680,180,610.0,2,23622,2.5302,263401.0,1.2251,Semiurban,Rejected
LN007741,35,Female,Graduate,Business,5.0,0,57451,17041.0,74492,169238,84,647.0,1,6435,1.3611,321446.0,0.5265,Semiurban,Rejected
LN007742,46,Male,Graduate,Salaried,7.0,3,31697,0.0,31697,98970,180,521.0,1,6696,2.7428,88340.0,1.1203,Rural,Rejected
LN007743,24,Male,Graduate,Salaried,11.0,4,63358,0.0,63358,198396,360,488.0,2,20588,4.0037,421795.0,0.4704,Semiurban,Rejected
LN007744,63,Female,Graduate,Salaried,13.0,2,36802,0.0,36802,75282,84,735.0,2,15861,5.4639,145235.0,0.5183,Semiurban,Rejected
LN007745,25,Female,Not Graduate,Salaried,5.0,0,21781,0.0,21781,82903,360,761.0,0,0,0.1267,181657.0,0.4564,Urban,Approved
LN007746,55,Male,Graduate,Salaried,6.0,2,76442,0.0,76442,225007,360,596.0,4,20389,3.2988,434940.0,0.5173,Urban,Rejected
LN007747,33,Female,Not Graduate,Salaried,11.0,2,40657,0.0,40657,151048,120,815.0,1,9773,3.2558,282587.0,0.5345,Semiurban,Approved
LN007748,30,Male,Graduate,Unemployed,0.0,2,8338,0.0,8338,37712,24,538.0,1,11323,18.557,82125.0,0.4592,Urban,Rejected
LN007749,31,Male,Not Graduate,Business,8.0,0,53363,0.0,53363,111686,360,589.0,2,14482,3.3263,149671.0,0.7462,Semiurban,Rejected
LN007750,38,Female,Graduate,Business,16.0,0,91577,0.0,91577,276150,36,596.0,1,8880,2.1687,630648.0,0.4379,Urban,Rejected
LN007751,54,Male,Not Graduate,Business,10.0,2,89989,13480.0,103469,459889,240,470.0,0,0,0.2222,1137194.0,0.4044,Rural,Approved
LN007752,59,Male,Graduate,Self-Employed,4.0,0,103482,0.0,103482,416818,84,660.0,4,33515,4.4619,841900.0,0.4951,Rural,Approved
LN007753,61,Male,Not Graduate,Salaried,4.0,2,36799,0.0,36799,94531,180,669.0,2,17745,5.9578,93704.0,1.0088,Semiurban,Rejected
LN007754,62,Female,Graduate,Business,8.0,0,118173,20981.0,139154,577061,84,774.0,0,0,0.5924,782237.0,0.7377,Urban,Approved
LN007755,43,Male,Graduate,Salaried,6.0,3,84255,0.0,84255,239024,120,696.0,1,5445,1.0591,317518.0,0.7528,Urban,Approved
LN007756,27,Male,Graduate,Salaried,22.0,3,47143,0.0,47143,230990,84,723.0,0,0,0.6997,358187.0,0.6449,Semiurban,Approved
LN007757,59,Male,Not Graduate,Salaried,15.0,0,43794,0.0,43794,104750,60,601.0,1,4675,1.7591,195341.0,0.5362,Rural,Rejected
LN007758,23,Male,Graduate,Salaried,6.0,0,44747,0.0,44747,95025,120,634.0,0,0,0.2121,49601.0,1.9158,Rural,Approved
LN007759,32,Female,Not Graduate,Business,14.0,2,93250,0.0,93250,426642,360,718.0,2,11549,1.6387,394001.0,1.0828,Semiurban,Rejected
LN007760,27,Male,Graduate,Business,7.0,1,68222,28654.0,96876,313757,36,607.0,2,16359,3.1059,556281.0,0.564,Urban,Approved
LN007761,46,Female,Not Graduate,Salaried,5.0,0,20585,13912.0,34497,141588,12,754.0,0,0,4.1044,168086.0,0.8424,Urban,Approved
LN007762,53,Female,Graduate,Salaried,4.0,1,51708,15453.0,67161,324094,60,637.0,1,7909,2.3782,309749.0,1.0463,Urban,Rejected
LN007763,57,Female,Graduate,Salaried,5.0,4,35846,0.0,35846,78521,240,564.0,1,7739,2.7002,151018.0,0.5199,Urban,Rejected
LN007764,35,Male,Graduate,Self-Employed,0.0,0,48560,23889.0,72449,134067,360,738.0,2,14975,2.542,289589.0,0.463,Urban,Approved
LN007765,22,Male,Graduate,Salaried,10.0,0,49923,0.0,49923,112715,240,806.0,1,8269,2.1004,261893.0,0.4304,Urban,Approved
LN007766,61,Male,Graduate,Unemployed,0.0,1,8490,0.0,8490,16144,24,591.0,0,0,0.9498,36829.0,0.4384,Semiurban,Rejected
LN007767,27,Male,Graduate,Salaried,18.0,2,60084,0.0,60084,292430,60,619.0,0,0,0.9732,560628.0,0.5216,Urban,Rejected
LN007768,52,Male,Not Graduate,Unemployed,0.0,0,5000,0.0,5000,19984,84,583.0,1,11140,27.3048,47873.0,0.4174,Semiurban,Rejected
LN007769,24,Female,Not Graduate,Salaried,1.0,2,41206,23213.0,64419,244495,180,677.0,1,4751,1.138,570538.0,0.4285,Urban,Rejected
LN007770,40,Male,Graduate,Salaried,4.0,0,25071,4765.0,29836,144127,84,759.0,4,35426,14.9381,130529.0,1.1042,Rural,Rejected
LN007771,56,Male,Graduate,Salaried,3.0,3,25335,0.0,25335,124763,120,629.0,1,9122,4.8128,115090.0,1.084,Urban,Rejected
LN007772,52,Male,Graduate,Self-Employed,8.0,2,43687,0.0,43687,205134,24,579.0,2,7886,4.5138,289755.0,0.708,Urban,Rejected
LN007773,48,Male,Graduate,Salaried,3.0,1,48218,2866.0,51084,194586,24,599.0,0,0,1.9044,226873.0,0.8577,Urban,Rejected
LN007774,33,Female,Graduate,Business,19.0,3,100681,23271.0,123952,401426,240,554.0,1,7560,0.8938,977634.0,0.4106,Rural,Rejected
LN007775,21,Male,Not Graduate,Salaried,0.0,2,55647,0.0,55647,92025,36,564.0,1,10926,2.9073,180589.0,0.5096,Semiurban,Rejected
LN007776,55,Female,Not Graduate,Self-Employed,5.0,2,22143,36165.0,58308,266432,84,539.0,3,9796,2.6687,338029.0,0.7882,Semiurban,Rejected
LN007777,50,Female,Graduate,Salaried,5.0,0,32446,0.0,32446,60039,12,585.0,0,0,1.8503,56406.0,1.0644,Rural,Rejected
LN007778,56,Female,Graduate,Salaried,12.0,2,38243,19831.0,58074,104617,180,615.0,1,11027,2.3986,214864.0,0.4869,Rural,Rejected
LN007779,45,Male,Graduate,Salaried,18.0,0,67165,,67165,255000,180,616.0,2,11823,2.3653,467196.0,0.5458,Urban,Approved
LN007780,36,Female,Not Graduate,Unemployed,0.0,3,5000,,5000,22049,120,716.0,2,8775,21.4992,39216.0,0.5622,Semiurban,Rejected
LN007781,39,Male,Graduate,Salaried,2.0,1,43515,10467.0,53982,210489,240,620.0,4,25079,5.7699,477076.0,0.4412,Rural,Rejected
LN007782,21,Female,Graduate,Salaried,8.0,3,38426,12299.0,50725,140887,120,682.0,4,44748,10.8638,143230.0,0.9836,Semiurban,Rejected
LN007783,25,Male,Not Graduate,Salaried,6.0,0,9240,0.0,9240,40683,60,580.0,1,5700,8.2831,32389.0,1.2561,Urban,Rejected
LN007784,42,Male,Graduate,Self-Employed,12.0,0,78151,6266.0,84417,128223,84,701.0,2,13105,2.0798,288250.0,0.4448,Rural,Approved
LN007785,44,Female,Graduate,Salaried,6.0,2,27344,0.0,27344,56775,180,753.0,0,0,0.1382,31825.0,1.784,Semiurban,Approved
LN007786,63,Female,Graduate,Business,12.0,0,129857,38290.0,168147,547083,360,558.0,3,15765,1.2335,1356533.0,0.4033,Rural,Rejected
LN007787,57,Male,Not Graduate,Salaried,2.0,0,27508,0.0,27508,125793,180,515.0,0,0,0.3045,126403.0,0.9952,Semiurban,Rejected
LN007788,56,Male,Graduate,Salaried,13.0,3,32809,23972.0,56781,105793,360,,1,4814,1.0793,165021.0,0.6411,Semiurban,Rejected
LN007789,56,Female,Not Graduate,Salaried,9.0,0,58357,0.0,58357,190122,180,644.0,3,25691,5.5,439782.0,0.4323,Semiurban,Rejected
LN007790,24,Male,Not Graduate,Salaried,18.0,1,29956,15981.0,45937,101993,360,732.0,0,0,0.0739,131518.0,0.7755,Rural,Approved
LN007791,56,Male,Not Graduate,Salaried,7.0,3,48561,0.0,48561,109547,36,684.0,3,25682,7.098,116704.0,0.9387,Semiurban,Rejected
LN007792,38,Female,Graduate,Salaried,4.0,0,12592,0.0,12592,55975,60,677.0,0,0,0.8882,30437.0,1.839,Urban,Rejected
LN007793,36,Female,Not Graduate,Salaried,11.0,1,43496,0.0,43496,90804,180,492.0,0,0,0.139,208561.0,0.4354,Semiurban,Rejected
LN007794,61,Female,Graduate,Self-Employed,7.0,2,67333,20246.0,87579,152240,120,602.0,2,16218,2.3959,246895.0,0.6166,Urban,Rejected
LN007795,38,Female,Graduate,Salaried,8.0,3,56072,22039.0,78111,140546,120,584.0,2,21142,3.4279,106716.0,1.317,Urban,Rejected
LN007796,42,Male,Graduate,Salaried,9.0,2,42704,0.0,42704,116394,84,658.0,2,18904,5.7013,244966.0,0.4751,Semiurban,Rejected
LN007797,22,Female,Graduate,Self-Employed,11.0,3,28574,19650.0,48224,163678,84,738.0,3,13406,3.8207,183266.0,0.8931,Urban,Rejected
LN007798,41,Male,Not Graduate,Salaried,13.0,0,31113,0.0,31113,47918,240,713.0,0,0,0.0768,24658.0,1.9433,Urban,Approved
LN007799,56,Male,Not Graduate,Salaried,5.0,0,14817,44976.0,59793,297657,84,624.0,2,21807,5.0876,400341.0,0.7435,Urban,Rejected
LN007800,64,Female,Not Graduate,Self-Employed,13.0,2,40054,0.0,40054,191712,24,600.0,4,14048,6.6019,393358.0,0.4874,Urban,Rejected
