Applicant_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Employment_Length,Age,Loan_Status
A18239,Male,Yes,0,Graduate,No,57376,18237,176787,480,1,Semiurban,14,21,1
A18240,Female,Yes,2,Graduate,No,36927,16927,216901,300,1,Rural,24,50,1
A18241,Female,Yes,0,Graduate,No,57638,20059,310317,360,0,Urban,6,25,0
A18242,Male,Yes,0,Graduate,Yes,66120,14884,188761,300,1,Urban,21,56,1
A18243,Male,Yes,0,Graduate,No,48280,16740,334353,360,0,Urban,25,37,0
A18244,Male,Yes,3,Graduate,No,39721,4867,341421,480,1,Urban,20,21,0
A18245,Female,Yes,3,Not Graduate,No,45313,0,234443,240,0,Semiurban,10,32,0
A18246,Male,Yes,0,Not Graduate,No,10000,3821,250397,360,1,Rural,12,34,0
A18247,Male,Yes,1,Not Graduate,Yes,65091,0,163252,480,1,Semiurban,3,54,0
A18248,Female,Yes,0,Not Graduate,No,53968,17244,334442,300,1,Rural,19,37,0
A18249,Female,Yes,0,Graduate,No,47353,24390,149024,300,1,Urban,4,29,1
A18250,Female,Yes,0,Graduate,No,24998,5521,296157,480,1,Rural,5,25,0
A18251,Female,Yes,3,Not Graduate,No,66635,25085,117403,300,1,Semiurban,18,29,1
A18252,Male,Yes,0,Graduate,Yes,43436,19517,251212,240,1,Rural,0,50,0
A18253,Female,Yes,0,Graduate,Yes,58478,9462,289150,360,1,Rural,16,55,0
A18254,Male,No,0,Graduate,Yes,49829,11506,272673,360,1,Rural,21,38,0
A18255,Female,Yes,0,Not Graduate,No,25776,26154,162639,240,1,Urban,22,41,1
A18256,Male,Yes,0,Not Graduate,No,69028,0,178433,360,1,Semiurban,5,23,1
A18257,Female,Yes,0,Graduate,Yes,66178,26114,323054,360,1,Urban,18,34,0
A18258,Female,No,0,Not Graduate,No,61460,23960,159535,180,1,Urban,29,31,1
A18259,Female,Yes,0,Not Graduate,No,54722,9107,162270,300,1,Semiurban,7,45,0
A18260,Male,Yes,0,Graduate,Yes,32037,14071,320359,360,1,Rural,13,57,0
A18261,Male,Yes,0,Not Graduate,No,63034,31267,194986,240,1,Urban,10,30,1
A18262,Female,Yes,2,Not Graduate,No,83074,1901,195585,480,1,Rural,16,41,1
A18263,Male,No,0,Graduate,No,51742,13179,347099,360,0,Rural,28,36,0
A18264,Female,Yes,1,Graduate,No,52035,21472,148376,360,0,Urban,15,58,0
A18265,Male,No,0,Graduate,No,33472,17097,141486,180,1,Urban,18,52,1
A18266,Female,Yes,0,Graduate,Yes,18944,15520,214338,300,1,Urban,14,24,0
A18267,Male,Yes,0,Not Graduate,No,44613,33167,202592,240,1,Semiurban,11,21,0
A18268,Female,Yes,1,Graduate,Yes,72225,3918,137729,360,1,Urban,15,30,1
A18269,Female,Yes,2,Graduate,No,70156,4366,264482,300,1,Urban,11,28,1
A18270,Male,Yes,0,Not Graduate,No,49018,0,201222,300,1,Urban,27,52,1
A18271,Male,Yes,0,Not Graduate,No,56451,4213,205193,360,1,Semiurban,24,23,1
A18272,Male,Yes,1,Graduate,No,31724,8349,199674,360,0,Rural,20,51,0
A18273,Male,No,0,Not Graduate,No,51668,18198,116315,360,1,Semiurban,26,43,1
A18274,Male,Yes,1,Graduate,No,42133,24597,134630,240,0,Urban,14,57,0
A18275,Female,Yes,0,Graduate,No,50820,5360,73432,300,1,Semiurban,29,28,1
A18276,Male,Yes,1,Not Graduate,No,45880,13573,291114,180,0,Urban,24,49,0
A18277,Male,Yes,0,Not Graduate,No,45612,28959,200136,360,0,Urban,0,53,0
A18278,Male,Yes,0,Graduate,No,64945,13125,279581,300,0,Urban,16,45,0
A18279,Male,No,1,Graduate,No,79458,20187,163981,240,1,Urban,29,22,1
A18280,Male,No,0,Graduate,No,47458,26208,291849,300,1,Urban,20,25,1
A18281,Female,Yes,0,Not Graduate,No,71279,5701,70655,180,1,Rural,24,34,1
A18282,Female,Yes,0,Graduate,No,31376,3666,277764,360,1,Rural,27,55,0
A18283,Male,Yes,0,Graduate,No,48616,31210,193759,300,1,Rural,19,34,1
A18284,Male,No,0,Not Graduate,No,30557,20792,89158,300,0,Urban,18,59,0
A18285,Female,Yes,3,Graduate,No,45314,1730,50000,480,0,Rural,18,39,0
A18286,Male,Yes,1,Graduate,Yes,60735,4433,240136,240,1,Urban,28,36,1
A18287,Male,No,0,Graduate,No,66779,12996,279174,240,0,Semiurban,23,38,0
A18288,Male,No,2,Not Graduate,No,38322,28936,204957,360,0,Semiurban,10,22,0
A18289,Male,Yes,0,Not Graduate,No,56870,24817,248249,480,1,Urban,25,23,1
A18290,Female,No,1,Graduate,No,68449,25670,235711,480,0,Urban,16,27,0
A18291,Female,Yes,0,Graduate,No,66315,10635,204440,360,1,Urban,7,32,1
A18292,Male,Yes,1,Graduate,No,53884,14923,276739,360,1,Urban,27,36,1
A18293,Male,Yes,1,Not Graduate,No,41162,7016,81801,300,0,Urban,25,38,0
A18294,Female,No,1,Graduate,Yes,39667,10843,207876,300,1,Semiurban,12,55,1
A18295,Female,Yes,0,Graduate,No,37360,3771,254621,300,1,Urban,5,52,0
A18296,Female,Yes,0,Graduate,No,49525,6280,164316,300,0,Semiurban,14,30,0
A18297,Female,No,0,Graduate,No,37652,7738,220462,360,1,Urban,12,53,1
A18298,Male,Yes,0,Not Graduate,No,60170,13548,105835,360,1,Rural,16,36,1
A18299,Female,No,0,Graduate,No,53425,19206,206045,360,1,Rural,13,43,1
A18300,Female,Yes,1,Not Graduate,Yes,52745,31662,142321,360,1,Urban,18,50,1
A18301,Male,Yes,2,Graduate,No,22392,11344,158626,360,0,Semiurban,9,28,0
A18302,Female,Yes,0,Graduate,No,50416,20879,245740,360,1,Rural,26,21,1
A18303,Male,No,0,Graduate,No,43113,13207,59077,360,1,Urban,13,29,1
A18304,Male,Yes,2,Graduate,No,82496,24628,112736,360,1,Semiurban,1,53,1
A18305,Male,Yes,2,Graduate,No,30800,2446,257987,180,1,Rural,6,36,0
A18306,Male,Yes,0,Not Graduate,No,46918,9644,187453,360,1,Rural,0,24,0
A18307,Male,No,0,Graduate,No,55746,21628,141227,360,1,Urban,20,27,1
A18308,Male,Yes,1,Not Graduate,No,35409,20815,236039,360,1,Semiurban,23,50,0
A18309,Male,Yes,1,Graduate,No,78923,20999,111412,360,1,Rural,20,23,1
A18310,Male,Yes,0,Graduate,No,79231,29092,108831,360,1,Urban,8,27,1
A18311,Male,No,1,Graduate,No,37123,0,183360,240,1,Urban,6,46,0
A18312,Male,Yes,1,Not Graduate,Yes,41122,2455,188924,180,1,Urban,23,44,1
A18313,Female,Yes,0,Graduate,No,82202,20612,140582,300,1,Rural,4,36,1
A18314,Male,No,1,Graduate,No,70929,23134,178894,300,1,Semiurban,20,54,1
A18315,Male,No,0,Graduate,No,44459,21550,306656,300,1,Semiurban,27,28,1
A18316,Female,Yes,1,Graduate,No,56471,42086,197105,360,0,Urban,5,51,0
A18317,Female,No,0,Graduate,No,29199,5841,107991,480,1,Urban,10,41,1
A18318,Female,Yes,0,Graduate,No,82951,18692,201948,360,0,Rural,21,31,0
A18319,Male,Yes,1,Graduate,No,51092,14291,50000,300,1,Semiurban,6,50,1
A18320,Male,Yes,1,Graduate,Yes,58783,21213,328960,240,1,Urban,16,50,0
A18321,Female,Yes,3,Not Graduate,Yes,35974,18758,105070,360,1,Rural,2,31,0
A18322,Male,No,0,Not Graduate,No,32958,9823,216512,360,0,Semiurban,12,58,0
A18323,Male,Yes,0,Graduate,Yes,56766,18878,212973,240,1,Urban,26,32,1
A18324,Male,Yes,3,Graduate,No,78744,15834,137541,180,1,Urban,0,46,1
A18325,Female,Yes,1,Graduate,No,41892,16281,303951,360,1,Urban,22,48,1
A18326,Male,Yes,2,Not Graduate,No,35313,26337,364609,360,1,Semiurban,18,29,0
A18327,Female,Yes,0,Graduate,No,54576,39806,140152,480,1,Rural,16,30,1
A18328,Female,Yes,0,Graduate,No,74557,0,256898,300,0,Urban,7,35,0
A18329,Male,Yes,0,Not Graduate,No,40421,27888,120990,360,1,Semiurban,8,52,1
A18330,Female,No,2,Not Graduate,No,46251,21424,305710,360,1,Urban,22,32,1
A18331,Female,Yes,2,Not Graduate,No,62556,7583,301185,300,1,Urban,3,37,0
A18332,Female,Yes,0,Not Graduate,Yes,64166,11374,280752,300,1,Semiurban,11,29,0
A18333,Male,Yes,0,Not Graduate,No,45733,23820,67484,360,1,Urban,5,38,1
A18334,Female,Yes,0,Graduate,No,66449,15505,156594,180,1,Urban,10,49,1
A18335,Male,No,1,Graduate,No,57931,14510,157718,360,0,Urban,10,27,0
A18336,Female,No,0,Not Graduate,Yes,50242,8133,152328,480,1,Urban,1,45,0
A18337,Male,Yes,1,Not Graduate,No,63536,7409,306283,300,1,Rural,6,33,0
A18338,Male,Yes,0,Graduate,No,61469,5343,55110,360,1,Semiurban,5,57,1
A18339,Female,Yes,0,Graduate,No,34294,9900,231178,360,1,Semiurban,27,32,1
A18340,Female,Yes,0,Graduate,No,72252,13714,259535,300,1,Urban,3,55,1
A18341,Male,Yes,1,Not Graduate,No,55180,18544,143808,180,0,Urban,15,42,0
A18342,Male,No,0,Graduate,No,70634,6769,240391,360,1,Rural,2,35,0
A18343,Male,No,2,Graduate,No,50776,22555,235333,240,1,Rural,27,27,1
A18344,Female,Yes,1,Graduate,No,53714,5920,178262,360,1,Semiurban,5,58,1
A18345,Female,No,0,Not Graduate,No,55983,22688,286943,360,1,Urban,7,26,1
A18346,Female,No,0,Graduate,No,58202,6339,156549,360,1,Urban,23,57,1
A18347,Male,No,2,Graduate,No,72922,35170,287136,360,1,Urban,14,26,1
A18348,Male,No,0,Graduate,No,56996,21483,210548,360,0,Semiurban,14,39,0
A18349,Female,Yes,0,Graduate,No,49580,23410,175068,240,0,Semiurban,23,53,0
A18350,Female,Yes,2,Graduate,No,65142,13279,182093,360,1,Rural,24,25,1
A18351,Male,No,1,Graduate,No,56456,21071,88916,480,1,Semiurban,19,53,1
A18352,Female,No,0,Graduate,No,94332,2478,171032,360,0,Urban,27,41,0
A18353,Male,No,0,Graduate,No,54371,5239,110228,240,1,Semiurban,23,35,1
A18354,Male,Yes,2,Graduate,No,68564,11926,221180,360,1,Semiurban,8,47,1
A18355,Male,Yes,0,Graduate,No,63231,30178,272041,360,1,Urban,0,50,1
A18356,Male,Yes,0,Not Graduate,No,19251,25065,236558,360,1,Urban,27,25,0
A18357,Male,Yes,0,Graduate,No,38948,0,142955,300,1,Semiurban,9,43,1
A18358,Male,Yes,0,Graduate,No,43408,5139,178772,360,1,Urban,18,41,1
A18359,Male,Yes,3,Graduate,Yes,27505,14132,222133,240,0,Rural,24,21,0
A18360,Female,Yes,1,Graduate,Yes,44071,27563,226358,360,1,Rural,3,29,0
A18361,Male,Yes,1,Graduate,No,29432,17441,330970,360,1,Urban,12,54,0
A18362,Male,Yes,3,Graduate,No,33362,0,249867,360,1,Semiurban,25,52,0
A18363,Male,Yes,0,Graduate,No,53623,3273,211842,360,1,Urban,2,26,1
A18364,Male,Yes,0,Graduate,No,78790,22200,208336,360,1,Semiurban,6,43,1
A18365,Female,Yes,1,Graduate,No,29566,17040,172161,240,0,Semiurban,1,59,0
A18366,Male,No,0,Not Graduate,No,31767,16349,200012,360,0,Urban,22,36,0
A18367,Female,Yes,0,Graduate,No,42008,26119,257366,360,0,Rural,8,37,0
A18368,Female,Yes,0,Not Graduate,No,47792,11538,143456,360,1,Urban,22,34,1
A18369,Male,No,0,Graduate,No,26867,21988,232829,480,1,Urban,5,35,0
A18370,Male,Yes,0,Graduate,Yes,39513,31418,191291,300,1,Urban,16,24,1
A18371,Male,No,0,Graduate,Yes,38128,17244,337422,360,1,Rural,14,58,0
A18372,Male,Yes,0,Graduate,Yes,54775,6056,223621,480,1,Rural,18,46,0
A18373,Female,No,0,Not Graduate,No,56384,10734,226217,240,1,Semiurban,19,26,1
A18374,Male,Yes,0,Graduate,No,47708,5967,131507,360,1,Rural,8,46,1
A18375,Male,No,0,Graduate,No,44333,0,317145,240,1,Semiurban,22,52,0
A18376,Male,No,3,Graduate,No,39354,7094,240557,180,1,Semiurban,20,39,1
A18377,Male,Yes,2,Graduate,No,50773,21355,309140,360,1,Rural,28,58,1
A18378,Male,Yes,1,Graduate,No,35358,15093,185279,480,1,Semiurban,6,43,1
A18379,Male,Yes,3,Graduate,No,73208,28588,199868,180,1,Urban,15,30,1
A18380,Male,Yes,3,Graduate,No,27531,16439,90354,360,1,Rural,3,34,1
A18381,Male,Yes,0,Not Graduate,No,40155,23836,347584,360,1,Urban,7,30,0
A18382,Female,No,0,Graduate,No,63023,0,229551,360,1,Rural,20,49,1
A18383,Female,Yes,3,Graduate,Yes,44020,10613,348456,300,0,Rural,28,29,0
A18384,Male,Yes,1,Graduate,No,60079,12310,172061,300,0,Urban,5,42,0
A18385,Male,No,0,Graduate,No,75757,6745,237747,300,1,Urban,9,24,1
A18386,Female,Yes,1,Graduate,No,62496,30257,279421,300,1,Rural,25,45,1
A18387,Male,Yes,0,Not Graduate,No,31969,0,226385,480,1,Urban,6,37,0
A18388,Male,No,0,Graduate,No,32686,13861,173378,360,1,Rural,12,54,1
A18389,Male,No,0,Graduate,No,47188,26325,162029,300,1,Urban,20,25,1
A18390,Female,Yes,0,Graduate,Yes,56645,22633,172239,360,1,Urban,4,37,1
A18391,Male,No,0,Graduate,No,68092,11201,413632,360,1,Semiurban,4,34,0
A18392,Female,Yes,2,Graduate,No,38225,5999,150280,360,0,Urban,8,29,0
A18393,Female,Yes,0,Graduate,No,42726,25910,50000,180,1,Urban,27,59,1
A18394,Female,Yes,0,Graduate,No,46240,9788,202978,360,1,Semiurban,0,45,1
A18395,Female,Yes,0,Graduate,No,45939,6694,201972,240,1,Urban,26,48,1
A18396,Male,Yes,1,Graduate,No,72434,25000,174811,240,1,Urban,10,21,1
A18397,Male,Yes,3,Not Graduate,No,48439,18073,150338,360,1,Semiurban,3,58,1
A18398,Female,No,0,Graduate,No,52295,11479,178090,360,1,Semiurban,23,26,1
A18399,Female,Yes,0,Not Graduate,Yes,63672,18252,94425,360,1,Semiurban,19,24,1
A18400,Male,No,0,Graduate,No,73866,19451,342280,300,1,Urban,4,38,1
A18401,Female,Yes,1,Not Graduate,No,49472,14462,219600,360,1,Rural,3,55,0
A18402,Male,No,0,Graduate,No,68887,16537,209430,180,0,Urban,7,36,0
A18403,Male,Yes,0,Not Graduate,No,77416,0,284088,360,1,Urban,4,25,0
A18404,Male,Yes,0,Not Graduate,No,48344,13943,416792,180,1,Urban,5,24,0
A18405,Male,Yes,0,Not Graduate,No,41545,8603,167857,240,1,Semiurban,8,57,0
A18406,Male,No,2,Not Graduate,No,82806,7006,224535,360,1,Urban,7,31,1
A18407,Male,No,0,Graduate,No,66816,8153,264154,300,1,Urban,2,36,1
A18408,Male,Yes,0,Graduate,No,50187,10033,255285,300,1,Semiurban,25,43,1
A18409,Male,Yes,2,Graduate,No,59749,12028,272382,360,1,Semiurban,0,24,0
A18410,Male,Yes,2,Graduate,No,34325,16660,273409,360,1,Semiurban,26,41,0
A18411,Female,No,0,Graduate,No,66641,7664,167104,300,1,Semiurban,21,54,1
A18412,Male,No,3,Graduate,No,22999,20180,295616,360,1,Rural,25,46,0
A18413,Male,No,1,Graduate,No,66059,22358,191035,240,1,Urban,17,59,1
A18414,Male,No,0,Graduate,No,39174,22256,222457,300,1,Rural,27,47,1
A18415,Male,No,0,Graduate,No,25191,24351,249182,180,1,Rural,5,32,0
A18416,Female,Yes,0,Graduate,Yes,19979,9316,143107,360,1,Semiurban,7,40,0
A18417,Male,No,0,Graduate,No,42857,12293,234698,240,1,Urban,0,56,1
A18418,Female,No,0,Graduate,No,60666,17465,249636,480,0,Rural,3,57,0
A18419,Male,No,1,Not Graduate,No,29151,10750,50000,300,1,Urban,23,44,1
A18420,Male,Yes,2,Not Graduate,No,31466,3415,312132,360,1,Semiurban,9,39,0
A18421,Male,Yes,0,Graduate,No,42586,9976,134486,300,1,Semiurban,16,38,1
A18422,Male,Yes,0,Graduate,Yes,62113,31346,221840,240,0,Urban,21,26,0
A18423,Male,Yes,0,Graduate,No,63987,7568,322320,360,1,Rural,17,35,1
A18424,Male,Yes,1,Graduate,Yes,52098,7062,252310,300,1,Semiurban,10,58,0
A18425,Male,Yes,1,Graduate,No,64750,9530,283231,300,0,Semiurban,1,57,0
A18426,Male,Yes,0,Not Graduate,Yes,60314,20569,288812,300,1,Urban,17,45,0
A18427,Female,Yes,1,Not Graduate,No,43745,18480,160628,300,1,Urban,20,54,1
A18428,Male,Yes,0,Not Graduate,No,63642,22062,117043,300,1,Urban,18,53,1
A18429,Male,Yes,1,Graduate,No,30737,40325,233216,240,1,Urban,2,47,1
A18430,Male,No,0,Graduate,No,57297,23210,257017,300,1,Semiurban,22,29,1
A18431,Male,No,0,Graduate,Yes,32509,23995,288290,360,1,Urban,18,53,0
A18432,Male,Yes,0,Graduate,No,52142,43596,262465,360,1,Urban,19,37,1
A18433,Female,No,2,Graduate,No,68278,19895,160664,240,1,Rural,6,56,1
A18434,Female,No,1,Graduate,No,53197,11081,270376,300,1,Urban,27,23,1
A18435,Male,Yes,3,Graduate,No,49811,11971,50000,300,1,Urban,1,50,1
A18436,Male,Yes,0,Not Graduate,No,53390,25567,301780,480,1,Urban,2,36,0
A18437,Male,Yes,0,Graduate,No,59949,2482,128852,360,1,Semiurban,28,41,1
A18438,Female,Yes,0,Not Graduate,No,82010,0,127148,360,1,Semiurban,7,59,1
A18439,Male,No,1,Graduate,No,59786,6789,399061,480,1,Urban,25,29,1
A18440,Male,Yes,2,Graduate,No,42462,23198,204566,360,1,Urban,29,26,1
A18441,Male,Yes,2,Graduate,No,46870,20927,179565,360,0,Rural,7,50,0
A18442,Female,No,1,Graduate,No,36483,13400,107745,360,1,Urban,26,44,1
A18443,Male,Yes,1,Graduate,No,31411,25691,235410,300,1,Semiurban,2,30,0
A18444,Male,No,2,Graduate,No,13512,21082,263460,480,1,Rural,6,54,0
A18445,Female,Yes,0,Not Graduate,No,43075,18439,171905,300,0,Semiurban,27,59,0
A18446,Male,Yes,2,Graduate,No,28933,14827,50000,480,1,Semiurban,2,52,1
A18447,Female,Yes,2,Not Graduate,No,51455,23963,330129,360,1,Rural,20,46,0
A18448,Male,Yes,0,Graduate,No,42357,22553,176881,240,0,Urban,18,48,0
A18449,Female,Yes,1,Graduate,Yes,33717,12269,175099,240,1,Urban,4,25,1
A18450,Female,Yes,0,Graduate,No,18447,23134,197171,300,1,Semiurban,17,23,1
A18451,Male,Yes,0,Graduate,No,44759,8462,135589,300,1,Semiurban,11,27,1
A18452,Female,Yes,1,Graduate,No,23714,17348,301907,180,1,Rural,26,42,0
A18453,Male,Yes,0,Graduate,No,60592,19004,258116,360,1,Urban,9,50,1
A18454,Female,No,0,Not Graduate,No,53823,11649,239025,240,1,Rural,2,48,0
A18455,Male,Yes,2,Graduate,No,46598,16341,384915,360,1,Rural,10,44,0
A18456,Female,Yes,0,Graduate,No,71761,21080,144208,300,1,Urban,24,45,1
A18457,Male,Yes,0,Graduate,No,50147,4175,302141,360,1,Urban,0,54,0
A18458,Female,Yes,1,Graduate,No,55791,16839,50000,360,1,Rural,19,47,1
A18459,Male,Yes,0,Graduate,Yes,60311,37147,251500,480,1,Rural,11,28,1
A18460,Female,Yes,0,Graduate,No,42246,6736,380666,300,1,Urban,29,52,0
A18461,Female,No,0,Graduate,No,42330,25299,116017,300,1,Urban,1,34,1
A18462,Male,Yes,0,Graduate,No,50621,14043,331519,360,1,Semiurban,1,22,0
A18463,Female,Yes,0,Not Graduate,No,29802,26829,89382,300,1,Urban,8,44,1
A18464,Female,Yes,2,Graduate,Yes,76779,7765,366253,360,0,Urban,4,23,0
A18465,Male,No,0,Not Graduate,No,52411,15060,163153,360,1,Urban,23,21,1
A18466,Male,Yes,0,Graduate,Yes,46985,37108,140754,360,1,Urban,20,48,1
A18467,Male,Yes,3,Graduate,No,81282,13267,157156,480,0,Urban,4,46,0
A18468,Male,Yes,2,Not Graduate,No,33477,21334,202549,480,1,Semiurban,6,45,0
A18469,Male,Yes,0,Graduate,No,73042,20945,187837,240,1,Rural,0,47,1
A18470,Male,Yes,0,Not Graduate,No,62199,0,195812,300,1,Semiurban,27,30,1
A18471,Male,No,1,Graduate,No,66755,19462,225290,300,0,Urban,15,44,0
A18472,Male,Yes,1,Graduate,No,47366,2624,219168,240,1,Semiurban,6,52,0
A18473,Male,Yes,1,Graduate,No,50837,21329,200497,360,1,Rural,12,31,1
A18474,Female,No,0,Not Graduate,No,44850,16177,164618,480,1,Semiurban,12,21,1
A18475,Female,Yes,0,Not Graduate,No,64945,3848,234269,240,1,Rural,3,22,0
A18476,Male,Yes,0,Graduate,No,55876,3095,230064,300,1,Semiurban,21,35,1
A18477,Female,Yes,1,Graduate,No,41622,14272,226305,360,1,Rural,17,28,1
A18478,Female,Yes,1,Graduate,No,42311,39810,199863,300,1,Semiurban,10,33,1
A18479,Female,Yes,0,Graduate,No,49777,31233,144569,300,0,Semiurban,26,46,0
A18480,Male,Yes,0,Graduate,No,45015,18595,205915,360,1,Urban,27,54,1
A18481,Male,No,3,Graduate,No,71626,20153,177793,240,0,Semiurban,17,44,0
A18482,Female,No,0,Not Graduate,No,62123,21016,50000,360,1,Urban,23,21,1
A18483,Female,No,0,Graduate,No,62091,9655,279944,240,1,Urban,13,25,1
A18484,Female,Yes,1,Not Graduate,No,53508,8073,220786,300,1,Semiurban,11,39,1
A18485,Female,Yes,0,Not Graduate,No,37602,23510,198379,240,1,Semiurban,8,32,0
A18486,Male,Yes,0,Graduate,No,60441,8983,241981,360,0,Semiurban,12,29,0
A18487,Male,Yes,0,Not Graduate,No,18527,29405,139609,240,1,Semiurban,26,22,1
A18488,Male,No,1,Graduate,No,52610,1467,308753,360,1,Rural,7,28,0
A18489,Male,Yes,0,Not Graduate,Yes,37818,5984,296536,360,0,Rural,9,30,0
A18490,Female,No,2,Graduate,No,36663,29156,107030,360,1,Rural,4,49,1
A18491,Male,Yes,0,Graduate,Yes,43049,12131,149409,360,1,Rural,11,43,0
A18492,Male,Yes,1,Graduate,Yes,48740,13774,254007,360,1,Semiurban,0,47,0
A18493,Female,Yes,0,Not Graduate,No,49648,21454,219736,360,1,Urban,18,57,1
A18494,Male,Yes,0,Not Graduate,No,61853,26587,198589,360,1,Urban,11,36,1
A18495,Female,No,1,Graduate,No,47391,21097,235176,360,0,Rural,17,52,0
A18496,Female,No,0,Graduate,No,48473,17872,50252,300,1,Urban,14,33,1
A18497,Male,Yes,1,Graduate,No,29065,23006,126256,480,1,Rural,3,26,0
A18498,Male,Yes,0,Not Graduate,No,31019,19091,151842,180,1,Urban,8,43,1
A18499,Male,Yes,0,Not Graduate,Yes,54306,25851,261028,300,1,Urban,8,56,0
A18500,Male,Yes,0,Graduate,Yes,59460,43569,50000,360,1,Urban,8,44,1
A18501,Male,Yes,1,Graduate,No,46092,20053,214487,300,1,Rural,8,31,0
A18502,Male,No,0,Graduate,No,63994,6401,169864,360,0,Semiurban,27,50,0
A18503,Female,Yes,2,Graduate,No,28881,25387,252097,240,0,Rural,12,35,0
A18504,Male,Yes,0,Not Graduate,No,55978,13537,264650,360,1,Rural,18,37,1
A18505,Female,No,0,Graduate,No,37223,18371,335849,480,1,Semiurban,18,50,1
A18506,Male,Yes,0,Graduate,No,36038,18666,106102,480,1,Rural,6,42,1
A18507,Male,Yes,0,Not Graduate,No,38526,9183,134280,180,1,Rural,23,35,1
A18508,Female,Yes,0,Graduate,No,48788,11291,203899,240,1,Rural,5,23,1
A18509,Male,Yes,1,Graduate,No,56583,0,312806,300,0,Urban,28,41,0
A18510,Male,Yes,0,Graduate,No,55444,13985,234979,300,0,Rural,1,58,0
A18511,Female,Yes,0,Graduate,No,45642,20608,208437,360,1,Urban,25,29,1
A18512,Female,No,3,Graduate,No,59484,15146,297953,360,0,Rural,9,35,0
A18513,Female,No,0,Not Graduate,No,75301,10399,168214,240,1,Urban,4,42,1
A18514,Male,No,0,Graduate,No,48208,18771,293562,180,1,Urban,23,56,1
A18515,Male,Yes,0,Graduate,No,51421,5574,338804,480,1,Semiurban,6,53,0
A18516,Female,No,0,Graduate,No,40824,4420,187753,300,0,Rural,11,41,0
A18517,Female,Yes,0,Graduate,No,44120,20258,76033,180,1,Urban,10,42,1
A18518,Male,Yes,0,Graduate,No,68725,20808,211652,360,1,Urban,6,27,1
A18519,Female,Yes,0,Graduate,No,68879,20110,331542,360,1,Rural,22,47,1
A18520,Male,Yes,1,Not Graduate,No,46983,11994,239484,360,1,Rural,6,25,0
A18521,Male,Yes,1,Graduate,No,57353,25935,89929,360,1,Semiurban,3,44,1
A18522,Male,Yes,1,Graduate,No,63806,3762,301621,360,1,Semiurban,2,22,0
A18523,Male,No,0,Graduate,No,43302,12029,263631,300,0,Urban,2,42,0
A18524,Male,Yes,0,Graduate,Yes,30411,22478,279969,360,1,Semiurban,15,26,0
A18525,Male,No,0,Graduate,No,60339,23595,290635,480,1,Urban,9,46,1
A18526,Male,Yes,0,Graduate,No,63445,7276,156597,480,1,Urban,22,23,1
A18527,Female,Yes,0,Not Graduate,No,61239,36425,284684,360,1,Urban,0,24,1
A18528,Female,Yes,0,Graduate,No,44387,13694,148357,360,0,Urban,29,33,0
A18529,Female,Yes,0,Graduate,No,72846,15878,105469,300,0,Urban,1,57,0
A18530,Female,Yes,1,Not Graduate,Yes,54263,24781,133687,300,1,Rural,8,39,0
A18531,Male,Yes,0,Graduate,No,32786,30519,255422,480,1,Rural,2,54,0
A18532,Male,Yes,3,Graduate,Yes,26058,15615,167268,360,0,Urban,29,58,0
A18533,Female,Yes,1,Graduate,No,45542,26732,318046,300,1,Rural,27,28,1
A18534,Male,No,0,Not Graduate,No,53372,10438,289157,360,1,Rural,8,30,0
A18535,Male,Yes,0,Not Graduate,Yes,45680,31684,253916,240,1,Urban,14,41,0
A18536,Male,Yes,1,Graduate,No,79903,15385,310404,480,1,Semiurban,27,39,1
A18537,Female,No,1,Graduate,No,56059,18144,105995,360,1,Urban,19,31,1
A18538,Male,Yes,0,Graduate,Yes,35402,11532,276523,300,0,Semiurban,6,29,0
A18539,Female,No,0,Graduate,Yes,15944,17159,245937,180,1,Urban,3,40,0
A18540,Male,No,0,Graduate,Yes,53525,7696,98126,360,1,Rural,15,58,1
A18541,Female,No,0,Graduate,No,64834,14375,142393,480,0,Rural,2,30,0
A18542,Female,Yes,2,Not Graduate,No,77956,15171,187300,360,1,Urban,13,21,1
A18543,Female,Yes,0,Graduate,No,46963,4440,185010,300,1,Semiurban,19,49,1
A18544,Male,Yes,0,Graduate,No,75829,9288,196712,300,1,Urban,3,51,1
A18545,Male,Yes,0,Not Graduate,No,29616,0,150446,360,1,Urban,5,46,0
A18546,Female,Yes,2,Not Graduate,No,44841,2593,318331,360,0,Urban,27,40,0
A18547,Male,Yes,1,Graduate,No,34784,14859,101248,240,1,Urban,13,26,1
A18548,Male,No,1,Not Graduate,No,61881,24594,103601,480,1,Rural,26,51,1
A18549,Male,Yes,2,Graduate,No,30483,11430,124599,300,1,Rural,2,32,0
A18550,Female,No,2,Graduate,Yes,56026,14694,149168,360,0,Semiurban,23,37,0
A18551,Male,No,1,Graduate,No,31372,26616,142927,480,1,Urban,27,44,1
A18552,Female,Yes,0,Graduate,Yes,76366,23332,334376,360,1,Urban,16,26,1
A18553,Male,Yes,0,Graduate,No,44386,23187,147316,360,1,Semiurban,6,39,1
A18554,Male,Yes,1,Graduate,No,55669,16192,190273,360,1,Urban,15,54,1
A18555,Female,No,0,Graduate,Yes,23168,10098,99017,240,1,Rural,14,23,0
